date eq,A,date pa,B,c
2018-03-02 22:07:12,0.13931638711164895,2018-02-15 22:07:12,-0.37598261493809704,-1.0
2018-03-07 22:07:12,-0.16640728572252006,2018-02-20 22:07:12,0.43856973028850144,-1.0
2018-03-12 22:07:12,-0.18531327454031932,2018-02-25 22:07:12,-0.35387656309967386,1.0
2018-03-17 22:07:12,-0.17825811285953075,2018-03-02 22:07:12,-0.32306109873691713,1.0
2018-03-22 22:07:12,-0.14927661536687997,2018-03-07 22:07:12,-0.5638118370311824,1.0
2018-03-27 22:07:12,-0.003619805176090951,2018-03-12 22:07:12,-0.6761835280951405,1.0
2018-04-01 22:07:12,-0.021165485042365595,2018-03-17 22:07:12,-0.6947456196181132,1.0
2018-04-06 22:07:12,-0.11137241339558479,2018-03-22 22:07:12,-0.34670585448624514,1.0
2018-04-11 22:07:12,-0.08375122485445852,2018-03-27 22:07:12,-0.4570231114677731,1.0
2018-04-16 22:07:12,-0.2390339500835783,2018-04-01 22:07:12,-0.05253303968580281,1.0
2018-04-21 22:07:12,-0.02830134301688869,2018-04-06 22:07:12,-0.7690465483652328,1.0
2018-04-26 22:07:12,-0.195089054124157,2018-04-11 22:07:12,-0.7886371436720041,1.0
2018-05-01 22:07:12,0.02223759294483818,2018-04-16 22:07:12,-0.7780253735343372,-1.0
2018-05-06 22:07:12,-0.16761773012853776,2018-04-21 22:07:12,-0.3499086264985738,1.0
2018-05-11 22:07:12,-0.06588275981324587,2018-04-26 22:07:12,-0.9082019901532767,1.0
2018-05-16 22:07:12,-0.1454262493515477,2018-05-01 22:07:12,0.027315610088727516,-1.0
2018-05-21 22:07:12,-0.0496166926047612,2018-05-06 22:07:12,-0.13294532235688716,1.0
2018-05-26 22:07:12,-0.198086345034296,2018-05-11 22:07:12,-0.008048649615443604,1.0
2018-05-31 22:07:12,-0.038676580782754155,2018-05-16 22:07:12,-0.019814663527802368,1.0
2018-06-05 22:07:12,-0.12859530808692154,2018-05-21 22:07:12,-0.06626786038654853,1.0
2018-06-10 22:07:12,-0.06264338002190328,2018-05-26 22:07:12,-0.11221042251584923,1.0
2018-06-15 22:07:12,-0.1272234710934348,2018-05-31 22:07:12,-0.5798061073057185,1.0
2018-06-20 22:07:12,-0.15854516110438654,2018-06-05 22:07:12,-0.19815992884327138,1.0
2018-06-25 22:07:12,0.013568505389359498,2018-06-10 22:07:12,0.7697844508789784,1.0
2018-06-30 22:07:12,-0.09789613234192185,2018-06-15 22:07:12,1.9040687978264166,-1.0
2018-07-05 22:07:12,0.18773416335235438,2018-06-20 22:07:12,-0.7704708822576912,-1.0
2018-07-10 22:07:12,-0.14662516571560325,2018-06-25 22:07:12,-0.5787680006960447,1.0
2018-07-15 22:07:12,-0.20325090783330457,2018-06-30 22:07:12,-0.7248440673157024,1.0
2018-07-20 22:07:12,-0.09248948066170959,2018-07-05 22:07:12,-0.3948059268679269,1.0
2018-07-25 22:07:12,-0.07903625569197081,2018-07-10 22:07:12,-0.417414357118143,1.0
2018-07-30 22:07:12,-0.2668050031702116,2018-07-15 22:07:12,-0.04220709834803782,1.0
2018-08-04 22:07:12,0.16226871865813597,2018-07-20 22:07:12,0.8360685851294367,1.0
2018-08-09 22:07:12,0.12110208081157414,2018-07-25 22:07:12,0.5177481183561496,1.0
2018-08-14 22:07:12,1.0535016427459793,2018-07-30 22:07:12,-0.6002398703851486,-1.0
2018-08-19 22:07:12,0.6311026572136722,2018-08-04 22:07:12,0.09725881432796712,1.0
2018-08-24 22:07:12,0.25976136953138496,2018-08-09 22:07:12,-0.30177582896530386,-1.0
2018-08-29 22:07:12,-0.06426883393855554,2018-08-14 22:07:12,0.775121213146543,-1.0
2018-09-03 22:07:12,0.36134647530117014,2018-08-19 22:07:12,0.14289374332298133,1.0
2018-09-08 22:07:12,0.18888696754856182,2018-08-24 22:07:12,-0.7143285299250698,-1.0
2018-09-13 22:07:12,0.3019770591964954,2018-08-29 22:07:12,-0.417378678087891,-1.0
2018-09-18 22:07:12,0.010317597556054992,2018-09-03 22:07:12,0.5835920974759352,1.0
